"iid","partner_id","match","is_male","would_meet_partner_again","partner_attractiveness","partner_sincerity","partner_intelligence","partner_fun","partner_ambition","partner_shared_interests","liking_towards_partner","how_probable_partner_will_say_yes","has_met_partner_before","estimated_num_matches"
162,152,FALSE,TRUE,FALSE,6,7,7,5,6,4,4,4,FALSE,2
162,153,FALSE,TRUE,FALSE,5,7,6,3,7,3,4,3,FALSE,2
162,154,FALSE,TRUE,FALSE,7,6,7,6,7,3,4,2,FALSE,2
162,155,FALSE,TRUE,FALSE,6,5,3,4,7,3,4,3,FALSE,2
162,156,FALSE,TRUE,TRUE,5,7,7,5,9,6,6,4,FALSE,2
162,157,FALSE,TRUE,FALSE,5,5,6,6,7,3,5,3,FALSE,2
163,142,FALSE,TRUE,FALSE,7,7,7,5,6,5,6,2,FALSE,3
163,143,FALSE,TRUE,FALSE,5,8,7,6,6,4,5,2,TRUE,3
163,144,FALSE,TRUE,FALSE,8,8,8,6,6,5,6,4,FALSE,3
163,145,FALSE,TRUE,FALSE,6,7,6,8,5,3,5,3,FALSE,3
163,146,FALSE,TRUE,FALSE,5,8,7,6,7,7,6,3,FALSE,3
163,147,FALSE,TRUE,FALSE,7,9,7,8,7,8,6,6,FALSE,3
163,148,FALSE,TRUE,FALSE,8,8,8,7,6,5,7,4,FALSE,3
163,149,FALSE,TRUE,TRUE,8,8,8,7,7,6,8,3,FALSE,3
163,150,FALSE,TRUE,TRUE,9,9,9,8,8,5,8,5,FALSE,3
163,151,FALSE,TRUE,TRUE,8,9,8,7,6,5,8,3,FALSE,3
163,152,FALSE,TRUE,FALSE,6,8,8,6,7,5,5,3,FALSE,3
163,153,TRUE,TRUE,TRUE,8,10,8,8,8,6,8,5,FALSE,3
163,154,TRUE,TRUE,TRUE,8,10,8,8,7,5,7,5,FALSE,3
163,155,FALSE,TRUE,FALSE,8,6,6,6,6,7,7,4,FALSE,3
163,156,TRUE,TRUE,TRUE,8,9,9,8,8,8,8,6,FALSE,3
163,157,FALSE,TRUE,FALSE,7,6,6,6,7,4,5,3,FALSE,3
164,142,FALSE,TRUE,FALSE,8,7,9,7,NA,NA,6,3,FALSE,3
164,143,FALSE,TRUE,FALSE,4,9,9,5,NA,NA,6,2,FALSE,3
164,144,FALSE,TRUE,FALSE,7,7,9,7,6,5,7,4,FALSE,3
164,145,FALSE,TRUE,FALSE,4,8,9,8,NA,7,7,5,FALSE,3
164,146,TRUE,TRUE,TRUE,9,10,10,8,8,8,10,10,TRUE,3
164,147,FALSE,TRUE,FALSE,9,6,6,8,6,5,6,3,FALSE,3
164,148,FALSE,TRUE,FALSE,7,7,7,NA,NA,NA,6,3,FALSE,3
164,149,FALSE,TRUE,FALSE,6,6,6,6,NA,NA,5,1,FALSE,3
164,150,FALSE,TRUE,TRUE,9,10,9,9,NA,9,9,7,FALSE,3
164,151,FALSE,TRUE,TRUE,9,9,7,9,NA,NA,7,5,FALSE,3
164,152,TRUE,TRUE,TRUE,8,9,9,NA,NA,NA,7,5,FALSE,3
164,153,FALSE,TRUE,FALSE,7,8,8,6,NA,6,7,4,FALSE,3
164,154,FALSE,TRUE,FALSE,8,7,7,NA,NA,NA,6,2,FALSE,3
164,155,FALSE,TRUE,FALSE,5,10,8,NA,7,5,7,5,FALSE,3
164,156,FALSE,TRUE,FALSE,8,8,10,7,9,5,7,5,FALSE,3
164,157,FALSE,TRUE,TRUE,8,7,8,9,NA,NA,8,5,FALSE,3
165,142,FALSE,TRUE,FALSE,8,8,9,7,8,6,6,3,FALSE,3
165,143,FALSE,TRUE,FALSE,6,9,9,6,8,4,6,5,FALSE,3
165,144,FALSE,TRUE,FALSE,7,8,10,8,7,6,7,5,FALSE,3
165,145,FALSE,TRUE,FALSE,6,8,9,6,8,5,6,4,FALSE,3
165,146,FALSE,TRUE,TRUE,8,7,9,7,7,7,7,5,FALSE,3
165,147,TRUE,TRUE,TRUE,7,8,8,10,8,5,8,4,FALSE,3
165,148,FALSE,TRUE,TRUE,8,8,9,6,9,5,8,4,FALSE,3
165,149,FALSE,TRUE,TRUE,9,7,9,7,6,5,7,5,FALSE,3
165,150,TRUE,TRUE,TRUE,8,10,9,8,8,7,8,7,FALSE,3
165,151,FALSE,TRUE,FALSE,10,9,8,10,7,3,6,3,FALSE,3
165,152,TRUE,TRUE,TRUE,8,9,10,5,9,5,7,4,FALSE,3
165,153,FALSE,TRUE,FALSE,7,8,8,6,7,5,5,5,FALSE,3
165,154,FALSE,TRUE,FALSE,10,8,8,8,10,3,5,2,FALSE,3
165,155,FALSE,TRUE,FALSE,9,9,8,6,5,5,6,5,FALSE,3
165,156,FALSE,TRUE,FALSE,7,8,7,7,8,6,6,6,FALSE,3
165,157,FALSE,TRUE,TRUE,9,7,8,6,8,5,7,4,FALSE,3
166,142,FALSE,TRUE,FALSE,4,4,8,4,NA,NA,5,2,FALSE,1
166,143,FALSE,TRUE,FALSE,3,7,7,5,NA,NA,5,2,FALSE,1
166,144,FALSE,TRUE,TRUE,7,7,9,9,NA,NA,8,4,FALSE,1
166,145,FALSE,TRUE,FALSE,5,7,7,6,NA,NA,5,4,FALSE,1
166,146,FALSE,TRUE,FALSE,7,7,7,7,NA,NA,7,2,FALSE,1
166,147,TRUE,TRUE,TRUE,8,8,8,9,NA,NA,8,2,TRUE,1
166,148,FALSE,TRUE,TRUE,8,8,8,8,8,NA,8,2,TRUE,1
166,149,TRUE,TRUE,TRUE,7,7,7,7,NA,NA,7,4,FALSE,1
166,150,FALSE,TRUE,FALSE,5,7,9,8,9,NA,7,7,FALSE,1
166,151,FALSE,TRUE,FALSE,8,8,8,8,NA,NA,NA,NA,FALSE,1
166,152,FALSE,TRUE,FALSE,8,8,NA,5,NA,NA,7,4,FALSE,1
166,153,FALSE,TRUE,FALSE,6,7,7,4,NA,NA,5,2,FALSE,1
166,154,TRUE,TRUE,TRUE,7,7,7,7,NA,NA,7,5,TRUE,1
166,155,FALSE,TRUE,TRUE,7,7,7,7,NA,NA,7,2,TRUE,1
166,156,FALSE,TRUE,TRUE,7,7,7,7,NA,NA,7,2,TRUE,1
166,157,FALSE,TRUE,TRUE,8,8,8,8,NA,NA,8,3,FALSE,1
167,142,TRUE,TRUE,TRUE,7,6,7,6,4,4,6,4,FALSE,4
167,143,FALSE,TRUE,FALSE,3,7,6,4,5,2,3,4,FALSE,4
167,144,FALSE,TRUE,FALSE,4,6,5,4,5,6,3,3,FALSE,4
167,145,FALSE,TRUE,FALSE,2,6,6,4,5,5,3,5,FALSE,4
167,146,FALSE,TRUE,FALSE,3,6,8,2,5,3,3,1,FALSE,4
167,147,FALSE,TRUE,FALSE,3,6,5,8,2,4,5,5,FALSE,4
167,148,FALSE,TRUE,TRUE,6,5,6,5,4,3,5,4,FALSE,4
167,149,FALSE,TRUE,TRUE,6,6,6,5,4,4,7,5,FALSE,4
167,150,TRUE,TRUE,TRUE,7,5,6,7,5,4,6,5,FALSE,4
167,151,FALSE,TRUE,TRUE,8,8,5,4,3,4,7,4,FALSE,4
167,152,TRUE,TRUE,TRUE,7,8,8,6,5,3,7,5,FALSE,4
167,153,FALSE,TRUE,FALSE,4,8,6,5,6,4,4,2,FALSE,4
167,154,FALSE,TRUE,TRUE,5,7,7,6,6,6,6,5,FALSE,4
167,155,FALSE,TRUE,TRUE,6,6,5,4,4,3,6,4,FALSE,4
167,156,FALSE,TRUE,TRUE,7,6,6,5,6,4,6,4,FALSE,4
167,157,FALSE,TRUE,TRUE,6,7,6,6,5,4,6,4,FALSE,4
168,142,TRUE,TRUE,TRUE,8,8,7,7,7,8,8,9,FALSE,5
168,143,FALSE,TRUE,FALSE,5,5,5,6,6,6,6,6,FALSE,5
168,144,FALSE,TRUE,TRUE,8,8,8,8,8,8,7,7,TRUE,5
168,145,FALSE,TRUE,TRUE,7,7,7,7,7,7,7,7,FALSE,5
168,146,FALSE,TRUE,FALSE,4,6,7,6,6,3,4,2,FALSE,5
168,147,FALSE,TRUE,FALSE,4,7,8,7,5,7,5,6,FALSE,5
168,148,FALSE,TRUE,TRUE,7,8,8,6,6,5,7,6,FALSE,5
168,149,FALSE,TRUE,FALSE,5,6,6,6,6,6,6,5,FALSE,5
168,150,FALSE,TRUE,TRUE,8,7,7,7,7,7,7,7,FALSE,5
168,151,FALSE,TRUE,TRUE,9,8,7,7,8,7,8,8,FALSE,5
168,152,FALSE,TRUE,TRUE,7,7,7,7,7,6,7,7,FALSE,5
168,153,FALSE,TRUE,FALSE,7,7,7,6,6,5,6,7,FALSE,5
168,154,FALSE,TRUE,TRUE,8,8,8,8,8,8,9,9,FALSE,5
168,155,FALSE,TRUE,TRUE,7,7,7,7,7,7,7,7,FALSE,5
168,156,FALSE,TRUE,FALSE,7,8,8,7,7,6,6,8,FALSE,5
168,157,FALSE,TRUE,TRUE,6,8,8,8,8,8,9,9,FALSE,5
169,142,TRUE,TRUE,TRUE,8,8,9,8,7,8,8,7,FALSE,NA
169,143,FALSE,TRUE,FALSE,7,9,9,8,8,8,7,7,FALSE,NA
169,144,FALSE,TRUE,FALSE,8,7,8,9,7,9,8,7,TRUE,NA
169,145,FALSE,TRUE,FALSE,7,9,9,8,9,8,8,8,TRUE,NA
169,146,FALSE,TRUE,FALSE,7,8,9,7,8,7,7,7,FALSE,NA
169,147,TRUE,TRUE,TRUE,10,8,8,9,8,NA,9,9,FALSE,NA
169,148,TRUE,TRUE,TRUE,9,9,9,NA,9,NA,9,8,FALSE,NA
169,149,FALSE,TRUE,FALSE,9,8,9,8,8,8,9,8,FALSE,NA
169,150,FALSE,TRUE,FALSE,7,8,9,7,9,8,8,7,FALSE,NA
169,151,FALSE,TRUE,TRUE,9,9,9,9,8,7,9,8,FALSE,NA
169,152,FALSE,TRUE,FALSE,10,9,8,7,8,6,8,8,FALSE,NA
169,153,FALSE,TRUE,FALSE,9,10,8,7,8,6,8,8,FALSE,NA
169,154,TRUE,TRUE,TRUE,10,9,9,9,9,10,10,9,FALSE,NA
169,155,FALSE,TRUE,FALSE,9,8,8,8,8,8,8,9,FALSE,NA
169,156,FALSE,TRUE,FALSE,8,8,10,8,10,8,8,8,FALSE,NA
169,157,TRUE,TRUE,TRUE,10,8,8,9,9,8,9,8,FALSE,NA
170,142,FALSE,TRUE,TRUE,7,7,7,7,5,7,7,6,FALSE,NA
170,143,FALSE,TRUE,FALSE,5,7,7,5,7,3,4,4,FALSE,NA
170,144,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,145,FALSE,TRUE,TRUE,6,7,6,6,6,8,6,5,FALSE,NA
170,146,FALSE,TRUE,TRUE,5,7,7,6,6,5,5,5,FALSE,NA
170,147,FALSE,TRUE,TRUE,7,7,7,6,6,7,6,6,FALSE,NA
170,148,FALSE,TRUE,TRUE,6,6,7,5,8,5,6,5,FALSE,NA
170,149,FALSE,TRUE,TRUE,7,7,7,6,6,6,6,5,FALSE,NA
170,150,FALSE,TRUE,TRUE,6,7,7,7,6,7,6,5,FALSE,NA
170,151,FALSE,TRUE,TRUE,8,7,7,8,7,5,7,6,FALSE,NA
170,152,FALSE,TRUE,FALSE,5,7,6,5,6,5,4,3,FALSE,NA
170,153,FALSE,TRUE,TRUE,5,7,7,6,5,7,6,5,FALSE,NA
170,154,FALSE,TRUE,TRUE,6,6,7,5,7,7,6,5,FALSE,NA
170,155,FALSE,TRUE,TRUE,6,7,7,6,6,6,6,6,FALSE,NA
170,156,FALSE,TRUE,TRUE,6,8,8,7,8,8,6,5,FALSE,NA
170,157,FALSE,TRUE,TRUE,6,6,6,5,7,6,5,6,FALSE,NA
171,142,TRUE,TRUE,TRUE,7,8,9,9,8,7,7,7,FALSE,NA
171,143,FALSE,TRUE,FALSE,5,8,9,6,7,9,6,7,FALSE,NA
171,144,FALSE,TRUE,TRUE,8,9,9,9,8,10,8,9,FALSE,NA
171,145,FALSE,TRUE,TRUE,6,8,9,5,8,3,6,6,FALSE,NA
171,146,FALSE,TRUE,TRUE,6,8,9,6,7,7,8,7,FALSE,NA
171,147,FALSE,TRUE,FALSE,5,6,7,9,7,4,9,8,FALSE,NA
171,148,FALSE,TRUE,TRUE,7,7,7,6,8,6,8,6,FALSE,NA
171,149,TRUE,TRUE,TRUE,8,7,8,6,9,10,9,8,FALSE,NA
171,150,FALSE,TRUE,TRUE,7,9,9,7,8,5,7,5,FALSE,NA
171,151,FALSE,TRUE,TRUE,9,9,8,8,7,6,8,7,FALSE,NA
171,152,FALSE,TRUE,TRUE,7,7,8,5,7,4,7,6,FALSE,NA
171,153,TRUE,TRUE,TRUE,6,8,8,6,7,4,6,7,FALSE,NA
171,154,TRUE,TRUE,TRUE,9,7,8,8,10,5,8,9,FALSE,NA
171,155,FALSE,TRUE,TRUE,10,8,8,8,9,6,8,4,FALSE,NA
171,156,FALSE,TRUE,TRUE,6,8,9,9,10,4,6,5,FALSE,NA
171,157,FALSE,TRUE,TRUE,9,8,9,9,10,5,9,6,FALSE,NA
172,142,TRUE,TRUE,TRUE,8,7,6,7,7,6,6,6,FALSE,NA
172,143,FALSE,TRUE,FALSE,NA,8,9,2,8,1,1,5,FALSE,NA
172,144,FALSE,TRUE,FALSE,4,7,8,5,6,4,4,5,FALSE,NA
172,145,FALSE,TRUE,FALSE,2,7,9,2,4,2,3,7,FALSE,NA
172,146,FALSE,TRUE,FALSE,1,4,5,1,3,1,1,NA,FALSE,NA
172,147,TRUE,TRUE,TRUE,8,4,NA,7,8,6,8,5,TRUE,NA
172,148,FALSE,TRUE,TRUE,7,4,6,9,8,4,6,3,TRUE,NA
172,149,TRUE,TRUE,TRUE,6,4,7,5,6,7,6,6,FALSE,NA
172,150,FALSE,TRUE,FALSE,4,6,8,4,6,3,3,9,FALSE,NA
172,151,FALSE,TRUE,TRUE,8,7,8,6,8,6,6,4,FALSE,NA
172,152,FALSE,TRUE,TRUE,7,8,8,4,6,3,6,7,FALSE,NA
172,153,FALSE,TRUE,FALSE,4,6,8,2,NA,1,4,5,FALSE,NA
172,154,TRUE,TRUE,TRUE,7,8,8,5,6,6,6,5,TRUE,NA
172,155,FALSE,TRUE,FALSE,5,6,6,4,5,5,5,5,FALSE,NA
172,156,TRUE,TRUE,TRUE,6,8,7,7,8,7,7,6,FALSE,NA
172,157,FALSE,TRUE,TRUE,8,5,7,8,9,6,8,4,TRUE,NA
173,142,TRUE,TRUE,TRUE,8,7,7,7,5,5,7,5,FALSE,5
173,143,FALSE,TRUE,FALSE,4,6,5,4,5,5,3,3,FALSE,5
173,144,FALSE,TRUE,FALSE,5,7,6,6,6,5,4,4,FALSE,5
173,145,FALSE,TRUE,FALSE,4,6,6,5,5,5,4,4,FALSE,5
173,146,FALSE,TRUE,FALSE,5,6,5,5,5,4,4,3,FALSE,5
173,147,FALSE,TRUE,FALSE,5,7,5,6,6,4,4,4,FALSE,5
173,148,FALSE,TRUE,FALSE,5,8,5,7,6,5,5,4,FALSE,5
173,149,TRUE,TRUE,TRUE,8,8,8,8,7,8,8,6,FALSE,5
173,150,FALSE,TRUE,TRUE,7,7,7,7,7,5,6,4,FALSE,5
173,151,TRUE,TRUE,TRUE,9,8,7,8,7,7,8,6,FALSE,5
173,152,FALSE,TRUE,FALSE,5,5,5,5,5,5,5,3,FALSE,5
173,153,FALSE,TRUE,FALSE,5,5,5,5,5,5,5,3,FALSE,5
173,154,TRUE,TRUE,TRUE,6,7,6,7,6,6,7,4,FALSE,5
173,155,FALSE,TRUE,TRUE,6,7,7,8,7,5,6,5,FALSE,5
173,156,TRUE,TRUE,TRUE,7,7,7,7,7,6,6,5,FALSE,5
173,157,FALSE,TRUE,TRUE,7,8,8,8,8,7,7,6,FALSE,5
174,184,TRUE,FALSE,TRUE,5,6,6,6,6,6,6,6,FALSE,4
174,185,FALSE,FALSE,FALSE,5,5,5,5,5,NA,5,5,FALSE,4
174,186,FALSE,FALSE,TRUE,5,5,6,6,6,6,6,6,FALSE,4
174,187,TRUE,FALSE,TRUE,5,5,5,5,5,7,7,8,FALSE,4
174,188,FALSE,FALSE,TRUE,5,5,5,5,5,5,7,7,FALSE,4
174,189,FALSE,FALSE,TRUE,5,5,5,5,5,5,7,7,FALSE,4
174,190,FALSE,FALSE,TRUE,5,5,6,6,6,6,6,8,FALSE,4
174,191,FALSE,FALSE,TRUE,5,6,5,7,7,6,6,8,FALSE,4
174,192,FALSE,FALSE,TRUE,6,5,6,7,7,7,7,8,FALSE,4
174,193,FALSE,FALSE,TRUE,6,5,6,7,7,7,7,8,FALSE,4
175,184,FALSE,FALSE,TRUE,7,7,7,7,7,7,6,6,TRUE,NA
175,185,FALSE,FALSE,FALSE,2,7,7,5,7,2,2,7,FALSE,NA
175,186,FALSE,FALSE,FALSE,2,8,8,7,8,6,4,7,FALSE,NA
175,187,FALSE,FALSE,FALSE,4,6,7,7,6,7,4,5,FALSE,NA
175,188,TRUE,FALSE,TRUE,4,7,7,7,7,7,5,6,FALSE,NA
175,189,FALSE,FALSE,TRUE,4,7,7,6,6,7,7,7,FALSE,NA
175,190,TRUE,FALSE,TRUE,7,8,7,7,5,7,7,7,FALSE,NA
175,191,FALSE,FALSE,TRUE,1,7,8,8,8,8,8,8,FALSE,NA
175,192,FALSE,FALSE,FALSE,1,5,7,8,7,8,7,5,FALSE,NA
175,193,TRUE,FALSE,TRUE,4,6,7,6,7,7,4,7,TRUE,NA
176,184,TRUE,FALSE,TRUE,7,7,8,6,7,5,6,3,FALSE,4
176,185,FALSE,FALSE,FALSE,6,5,6,6,7,4,6,2,FALSE,4
176,186,TRUE,FALSE,TRUE,7,8,7,6,5,6,7,5,FALSE,4
176,187,FALSE,FALSE,FALSE,5,5,5,5,5,5,2,1,FALSE,4
176,188,FALSE,FALSE,FALSE,7,5,6,8,6,4,4,2,FALSE,4
176,189,FALSE,FALSE,FALSE,6,7,7,5,5,3,5,1,FALSE,4
176,190,FALSE,FALSE,FALSE,8,7,6,8,6,2,7,2,FALSE,4
176,191,TRUE,FALSE,TRUE,8,6,7,8,7,6,5,5,FALSE,4
176,192,FALSE,FALSE,TRUE,8,7,9,6,7,7,7,4,FALSE,4
176,193,FALSE,FALSE,TRUE,7,8,8,6,7,6,7,5,FALSE,4
177,184,FALSE,FALSE,TRUE,5,7,7,5,6,5,6,5,FALSE,2
177,185,FALSE,FALSE,FALSE,2,3,3,3,5,2,2,2,FALSE,2
177,186,FALSE,FALSE,FALSE,2,6,7,2,4,2,3,5,FALSE,2
177,187,FALSE,FALSE,FALSE,4,6,7,5,NA,4,4,5,TRUE,2
177,188,FALSE,FALSE,FALSE,1,6,6,3,4,2,3,5,FALSE,2
177,189,FALSE,FALSE,FALSE,4,6,6,3,5,4,5,4,FALSE,2
177,190,FALSE,FALSE,TRUE,6,7,7,8,8,3,7,5,TRUE,2
177,191,FALSE,FALSE,TRUE,7,7,7,6,8,7,7,6,FALSE,2
177,192,FALSE,FALSE,TRUE,7,7,8,8,8,7,7,6,FALSE,2
177,193,FALSE,FALSE,FALSE,5,7,7,6,7,5,6,5,FALSE,2
178,184,FALSE,FALSE,FALSE,5,7,7,5,NA,4,7,2,TRUE,4
178,185,FALSE,FALSE,TRUE,7,7,7,6,NA,NA,5,6,FALSE,4
178,186,TRUE,FALSE,TRUE,5,7,7,5,NA,NA,6,7,FALSE,4
178,187,FALSE,FALSE,FALSE,4,7,7,5,NA,NA,4,5,FALSE,4
178,188,FALSE,FALSE,FALSE,5,6,7,5,NA,NA,5,6,FALSE,4
178,189,FALSE,FALSE,TRUE,7,7,7,5,NA,NA,6,6,FALSE,4
178,190,FALSE,FALSE,TRUE,7,5,7,7,5,NA,6,5,FALSE,4
178,191,FALSE,FALSE,TRUE,8,7,7,7,7,NA,7,7,FALSE,4
178,192,FALSE,FALSE,FALSE,6,6,7,5,NA,NA,5,4,FALSE,4
178,193,FALSE,FALSE,TRUE,7,8,8,NA,NA,NA,8,8,FALSE,4
179,184,FALSE,FALSE,FALSE,3,7,6,4,6,7,2,5,FALSE,1
179,185,FALSE,FALSE,FALSE,4,6,6,5,6,6,2,5,FALSE,1
179,186,FALSE,FALSE,FALSE,4,8,7,6,6,7,3,5,FALSE,1
179,187,FALSE,FALSE,FALSE,4,8,7,6,6,7,3,5,FALSE,1
179,188,FALSE,FALSE,FALSE,4,8,7,6,7,6,3,5,FALSE,1
179,189,FALSE,FALSE,FALSE,4,8,7,5,7,7,5,5,FALSE,1
179,190,TRUE,FALSE,TRUE,7,6,7,7,7,7,7,7,FALSE,1
179,191,FALSE,FALSE,FALSE,4,7,6,4,6,5,4,5,FALSE,1
179,192,FALSE,FALSE,FALSE,6,6,6,6,5,4,4,5,FALSE,1
179,193,FALSE,FALSE,FALSE,5,7,7,8,8,7,5,5,FALSE,1
180,184,TRUE,FALSE,TRUE,7,8,7,8,7,6,8,8,FALSE,NA
180,185,FALSE,FALSE,FALSE,4,4,4,3,3,3,3,3,FALSE,NA
180,186,FALSE,FALSE,FALSE,6,7,7,5,5,6,7,7,FALSE,NA
180,187,FALSE,FALSE,FALSE,5,5,5,5,5,4,5,5,FALSE,NA
180,188,FALSE,FALSE,FALSE,7,8,8,7,8,5,7,7,FALSE,NA
180,189,FALSE,FALSE,FALSE,7,6,7,6,6,5,6,6,FALSE,NA
180,190,FALSE,FALSE,FALSE,8,7,7,8,7,6,7,7,FALSE,NA
180,191,FALSE,FALSE,FALSE,8,7,8,8,8,7,7,7,FALSE,NA
180,192,TRUE,FALSE,TRUE,9,8,8,9,8,9,8,7,FALSE,NA
180,193,FALSE,FALSE,FALSE,7,7,7,8,6,5,6,6,FALSE,NA
181,184,FALSE,FALSE,TRUE,8,9,8,9,10,7,7,7,FALSE,2
181,185,TRUE,FALSE,TRUE,6,8,9,6,10,6,6,6,FALSE,2
181,186,TRUE,FALSE,TRUE,8,8,9,7,9,7,7,7,FALSE,2
181,187,FALSE,FALSE,FALSE,4,4,4,4,4,4,4,3,FALSE,2
181,188,FALSE,FALSE,FALSE,4,4,4,4,4,4,4,4,FALSE,2
181,189,FALSE,FALSE,TRUE,5,10,8,8,9,4,4,4,FALSE,2
181,190,TRUE,FALSE,TRUE,5,5,6,10,5,4,4,4,FALSE,2
181,191,TRUE,FALSE,TRUE,8,9,8,8,8,4,6,5,FALSE,2
181,192,FALSE,FALSE,FALSE,6,4,4,9,5,9,6,5,FALSE,2
181,193,TRUE,FALSE,TRUE,8,8,9,8,9,9,8,7,FALSE,2
182,184,FALSE,FALSE,TRUE,7,8,8,8,9,8,8,6,FALSE,2
182,185,FALSE,FALSE,FALSE,7,7,8,9,8,8,6,6,FALSE,2
182,186,FALSE,FALSE,FALSE,6,8,10,9,10,8,8,6,FALSE,2
182,187,FALSE,FALSE,FALSE,6,8,9,8,9,9,9,8,FALSE,2
182,188,FALSE,FALSE,FALSE,1,7,8,9,10,9,10,6,FALSE,2
182,189,FALSE,FALSE,FALSE,6,8,8,8,9,8,6,6,FALSE,2
182,190,FALSE,FALSE,FALSE,7,8,9,9,9,8,8,6,FALSE,2
182,191,FALSE,FALSE,TRUE,9,9,9,9,9,8,9,6,NA,2
182,192,FALSE,FALSE,TRUE,8,9,9,9,9,8,9,6,FALSE,2
182,193,FALSE,FALSE,FALSE,5,8,9,9,9,6,8,6,FALSE,2
183,184,TRUE,FALSE,TRUE,8,9,9,7,6,9,7,9,FALSE,5
183,185,FALSE,FALSE,FALSE,7,6,7,6,6,7,7,5,FALSE,5
183,186,FALSE,FALSE,FALSE,8,8,8,7,6,5,8,5,FALSE,5
183,187,FALSE,FALSE,FALSE,6,6,6,6,6,6,6,5,FALSE,5
183,188,FALSE,FALSE,FALSE,6,7,7,7,7,6,5,5,FALSE,5
183,189,FALSE,FALSE,FALSE,6,8,8,7,6,9,5,6,FALSE,5
183,190,FALSE,FALSE,FALSE,7,7,7,9,9,9,9,5,TRUE,5
183,191,FALSE,FALSE,TRUE,7,7,7,7,7,7,7,6,FALSE,5
183,192,FALSE,FALSE,TRUE,8,8,8,8,8,8,8,6,FALSE,5
183,193,FALSE,FALSE,FALSE,7,8,7,6,6,6,8,5,FALSE,5
184,174,TRUE,TRUE,TRUE,8,10,10,8,6,7,7,7,FALSE,2
184,175,FALSE,TRUE,FALSE,7,10,10,7,10,8,5,9,TRUE,2
184,176,TRUE,TRUE,TRUE,10,10,10,7,10,6,9,7,FALSE,2
184,177,FALSE,TRUE,FALSE,8,10,10,10,10,10,9,8,FALSE,2
184,178,FALSE,TRUE,TRUE,8,10,10,8,9,7,8,6,FALSE,2
184,179,FALSE,TRUE,TRUE,10,10,10,10,10,5,8,5,FALSE,2
184,180,TRUE,TRUE,TRUE,10,9,8,8,9,9,6,6,FALSE,2
184,181,FALSE,TRUE,FALSE,10,10,10,8,10,9,9,6,FALSE,2
184,182,FALSE,TRUE,FALSE,8,10,10,8,9,6,7,5,FALSE,2
184,183,TRUE,TRUE,TRUE,10,10,10,10,10,10,10,7,FALSE,2
185,174,FALSE,TRUE,FALSE,6,6,7,6,5,8,7,9,FALSE,8
185,175,FALSE,TRUE,FALSE,3,8,8,4,7,6,2,6,TRUE,8
185,176,FALSE,TRUE,FALSE,3,8,8,4,7,6,2,8,FALSE,8
185,177,FALSE,TRUE,FALSE,2,9,9,8,9,5,6,10,FALSE,8
185,178,FALSE,TRUE,FALSE,3,7,7,6,8,9,7,9,FALSE,8
185,179,FALSE,TRUE,TRUE,8,8,9,9,9,10,10,10,FALSE,8
185,180,FALSE,TRUE,TRUE,9,10,8,8,8,5,9,10,FALSE,8
185,181,TRUE,TRUE,TRUE,9,10,8,8,8,5,9,10,FALSE,8
185,182,FALSE,TRUE,TRUE,6,8,9,9,9,5,9,9,TRUE,8
185,183,FALSE,TRUE,FALSE,6,6,6,7,6,10,6,10,FALSE,8
186,174,FALSE,TRUE,FALSE,4,6,6,NA,5,NA,5,3,FALSE,2
186,175,FALSE,TRUE,TRUE,7,6,6,6,5,7,6,5,FALSE,2
186,176,TRUE,TRUE,TRUE,8,7,7,6,7,8,7,6,FALSE,2
186,177,FALSE,TRUE,FALSE,5,5,7,8,5,2,4,2,FALSE,2
186,178,TRUE,TRUE,TRUE,5,6,6,2,NA,5,3,3,FALSE,2
186,179,FALSE,TRUE,TRUE,7,7,7,8,7,6,6,6,FALSE,2
186,180,FALSE,TRUE,TRUE,7,7,NA,NA,NA,NA,6,6,FALSE,2
186,181,TRUE,TRUE,TRUE,6,8,8,NA,8,NA,5,4,FALSE,2
186,182,FALSE,TRUE,FALSE,5,7,6,5,5,NA,4,3,FALSE,2
186,183,FALSE,TRUE,FALSE,7,7,6,6,5,3,4,3,FALSE,2
187,174,TRUE,TRUE,TRUE,6,8,NA,NA,NA,10,5,9,FALSE,NA
187,175,FALSE,TRUE,FALSE,6,NA,10,5,NA,NA,3,2,FALSE,NA
187,176,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,177,FALSE,TRUE,FALSE,4,NA,NA,NA,NA,NA,5,9,FALSE,NA
187,178,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,179,FALSE,TRUE,TRUE,7,7,7,8,NA,NA,7,9,FALSE,NA
187,180,FALSE,TRUE,TRUE,NA,NA,7,7,NA,NA,7,9,FALSE,NA
187,181,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,182,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,5,6,FALSE,NA
187,183,FALSE,TRUE,FALSE,4,NA,NA,1,NA,1,1,2,FALSE,NA
188,174,FALSE,TRUE,FALSE,4,5,5,5,5,5,2,1,FALSE,0
188,175,TRUE,TRUE,TRUE,6,5,6,5,5,5,4,2,FALSE,0
188,176,FALSE,TRUE,FALSE,6,5,7,5,5,7,4,2,FALSE,0
