"iid","is_male","satisfaction_of_matches","four_minutes_length_too_little","four_minutes_length_too_much","four_minutes_length_just_right","num_speed_dates_too_few","num_speed_dates_too_many","num_speed_dates_just_right"
366,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
367,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
368,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
369,TRUE,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
370,TRUE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
371,TRUE,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
372,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
373,TRUE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
374,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
375,TRUE,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
376,TRUE,NA,NA,NA,NA,NA,NA,NA
377,TRUE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
378,TRUE,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
379,FALSE,NA,NA,NA,NA,NA,NA,NA
380,FALSE,NA,NA,NA,NA,NA,NA,NA
381,FALSE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
382,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
383,FALSE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
384,FALSE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
385,FALSE,NA,NA,NA,NA,NA,NA,NA
386,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
387,FALSE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
388,FALSE,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
389,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
390,FALSE,NA,NA,NA,NA,NA,NA,NA
391,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
392,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
393,FALSE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
394,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
395,FALSE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
396,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
397,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
398,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
399,TRUE,NA,NA,NA,NA,NA,NA,NA
400,TRUE,NA,NA,NA,NA,NA,NA,NA
401,TRUE,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
402,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
403,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
404,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
405,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
406,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
407,TRUE,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
408,TRUE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
409,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
410,TRUE,NA,NA,NA,NA,NA,NA,NA
411,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
412,TRUE,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
413,TRUE,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
414,TRUE,NA,NA,NA,NA,NA,NA,NA
415,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
416,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
417,FALSE,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
418,FALSE,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
419,FALSE,NA,NA,NA,NA,NA,NA,NA
420,FALSE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
421,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
422,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
423,TRUE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
424,TRUE,NA,NA,NA,NA,NA,NA,NA
425,TRUE,NA,NA,NA,NA,NA,NA,NA
426,TRUE,NA,NA,NA,NA,NA,NA,NA
427,TRUE,NA,NA,NA,NA,NA,NA,NA
428,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
429,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
430,FALSE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
431,FALSE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
432,FALSE,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
433,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
434,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
435,FALSE,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
436,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
437,FALSE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
438,FALSE,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
439,FALSE,NA,NA,NA,NA,NA,NA,NA
440,TRUE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
441,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
442,TRUE,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
443,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
444,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
445,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
446,TRUE,NA,NA,NA,NA,NA,NA,NA
447,TRUE,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
448,TRUE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
449,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
450,TRUE,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
451,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
452,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
453,TRUE,NA,NA,NA,NA,NA,NA,NA
454,FALSE,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
455,FALSE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
456,FALSE,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
457,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
458,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
459,FALSE,NA,NA,NA,NA,NA,NA,NA
460,TRUE,NA,NA,NA,NA,NA,NA,NA
461,TRUE,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
462,TRUE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
463,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
464,TRUE,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
465,TRUE,NA,NA,NA,NA,NA,NA,NA
466,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
467,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
468,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
469,FALSE,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
470,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
471,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
472,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
473,FALSE,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
474,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
475,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
476,FALSE,NA,NA,NA,NA,NA,NA,NA
477,FALSE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
478,FALSE,NA,NA,NA,NA,NA,NA,NA
479,FALSE,NA,NA,NA,NA,NA,NA,NA
480,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
481,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
482,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
483,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
484,TRUE,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
485,TRUE,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
486,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
487,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
488,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
489,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
490,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
491,TRUE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
492,TRUE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
493,TRUE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
494,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
495,TRUE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
496,FALSE,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
497,FALSE,NA,NA,NA,NA,NA,NA,NA
498,FALSE,NA,NA,NA,NA,NA,NA,NA
499,FALSE,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
500,FALSE,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
501,FALSE,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
502,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
503,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
504,TRUE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
505,TRUE,NA,NA,NA,NA,NA,NA,NA
506,TRUE,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
507,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
508,TRUE,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
509,FALSE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
510,FALSE,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
511,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
512,FALSE,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
513,FALSE,NA,NA,NA,NA,NA,NA,NA
514,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
515,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
516,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
517,FALSE,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
518,FALSE,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
519,FALSE,NA,NA,NA,NA,NA,NA,NA
520,FALSE,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
521,FALSE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
522,FALSE,7,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
523,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
524,FALSE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
525,FALSE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
526,FALSE,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
527,FALSE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
528,FALSE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
529,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
530,FALSE,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
531,TRUE,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
532,TRUE,NA,NA,NA,NA,NA,NA,NA
533,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
534,TRUE,7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
535,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
536,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
537,TRUE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
538,TRUE,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
539,TRUE,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
540,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
541,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
542,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
543,TRUE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
544,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
545,TRUE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
546,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
547,TRUE,NA,NA,NA,NA,NA,NA,NA
548,TRUE,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
549,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
550,TRUE,8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
551,TRUE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
552,TRUE,5,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
